OrderID,CustomerID,OrderDate,Product,Quantity,UnitPrice,PaymentMethod,City,State,Category,TotalAmount,DeliveryTime,CustomerRating,Year,Month,Day,Weekday,Profit
10191,5554,2023-06-28,Camera,4,33336.8,Debit Card,Hyderabad,Telangana,Electronics,133347.2,6,1,2023,6,28,Wednesday,40004.16
10192,5892,2023-05-05,Watch,2,15516.47,COD,Hyderabad,Telangana,Accessories,31032.94,2,2,2023,5,5,Friday,9309.88
10193,5461,2023-12-19,Shoes,3,44629.09,Debit Card,Bangalore,Karnataka,Fashion,133887.27,4,4,2023,12,19,Tuesday,40166.18
10194,5691,2023-01-23,Laptop,1,4875.16,Credit Card,Pune,Maharashtra,Electronics,4875.16,5,2,2023,1,23,Monday,1462.55
10195,5575,2023-03-04,Mobile,2,52396.36,COD,Hyderabad,Telangana,Electronics,104792.72,8,2,2023,3,4,Saturday,31437.82
10196,5864,2023-05-23,Jeans,4,49738.57,UPI,Delhi,Delhi,Fashion,198954.28,6,1,2023,5,23,Tuesday,59686.28
10197,5743,2023-06-02,Jeans,3,13198.79,Credit Card,Pune,Maharashtra,Fashion,39596.37,3,3,2023,6,2,Friday,11878.91
10198,5241,2023-05-25,Tablet,3,48616.67,Net Banking,Pune,Maharashtra,Electronics,145850.01,5,5,2023,5,25,Thursday,43755.0
10199,5564,2023-08-13,Shirt,3,47245.56,Credit Card,Chennai,Tamil Nadu,Fashion,141736.68,6,1,2023,8,13,Sunday,42521.0
10200,5096,2023-11-05,Tablet,3,38043.33,COD,Chennai,Tamil Nadu,Electronics,114129.99,2,5,2023,11,5,Sunday,34239.0
10201,5900,2023-04-14,Mobile,4,22599.15,Credit Card,Chennai,Tamil Nadu,Electronics,90396.6,3,2,2023,4,14,Friday,27118.98
10202,5734,2023-04-14,Headphones,1,16508.48,UPI,Chennai,Tamil Nadu,Electronics,16508.48,6,5,2023,4,14,Friday,4952.54
10203,5485,2023-02-08,Shirt,3,14137.48,UPI,Bangalore,Karnataka,Fashion,42412.44,6,3,2023,2,8,Wednesday,12723.73
10204,5407,2023-07-17,Backpack,2,19320.96,Net Banking,Hyderabad,Telangana,Accessories,38641.92,9,1,2023,7,17,Monday,11592.58
10205,5231,2023-05-14,Headphones,1,54242.44,Debit Card,Chennai,Tamil Nadu,Electronics,54242.44,9,3,2023,5,14,Sunday,16272.73
10206,5749,2023-03-08,Shirt,3,4935.15,COD,Kolkata,West Bengal,Fashion,14805.45,9,3,2023,3,8,Wednesday,4441.64
10207,5655,2023-06-28,Shirt,1,49783.62,COD,Mumbai,Maharashtra,Fashion,49783.62,4,1,2023,6,28,Wednesday,14935.09
10208,5171,2023-02-11,Mobile,2,21128.74,Debit Card,Chennai,Tamil Nadu,Electronics,42257.48,7,3,2023,2,11,Saturday,12677.24
10209,5541,2023-01-15,Watch,3,31439.48,UPI,Hyderabad,Telangana,Accessories,94318.44,5,4,2023,1,15,Sunday,28295.53
10210,5036,2023-04-21,Mobile,2,47730.79,UPI,Chennai,Tamil Nadu,Electronics,95461.58,4,4,2023,4,21,Friday,28638.47
10211,5525,2023-06-06,Shirt,4,53097.28,Credit Card,Bangalore,Karnataka,Fashion,212389.12,8,4,2023,6,6,Tuesday,63716.74
10212,5160,2023-10-16,Laptop,3,20883.45,Net Banking,Delhi,Delhi,Electronics,62650.35,3,5,2023,10,16,Monday,18795.1
10213,5839,2023-08-19,Headphones,3,27872.06,Net Banking,Delhi,Delhi,Electronics,83616.18,7,3,2023,8,19,Saturday,25084.85
10214,5699,2023-06-06,Mobile,3,25046.61,Net Banking,Hyderabad,Telangana,Electronics,75139.83,6,1,2023,6,6,Tuesday,22541.95
10215,5243,2023-02-07,Watch,3,1091.09,Credit Card,Kolkata,West Bengal,Accessories,3273.27,4,1,2023,2,7,Tuesday,981.98
10216,5086,2023-04-07,Shoes,4,17967.79,Net Banking,Delhi,Delhi,Fashion,71871.16,9,5,2023,4,7,Friday,21561.35
10217,5796,2023-10-16,Tablet,3,27713.6,Debit Card,Delhi,Delhi,Electronics,83140.8,7,1,2023,10,16,Monday,24942.24
10218,5578,2023-09-11,Shirt,1,24842.29,Credit Card,Mumbai,Maharashtra,Fashion,24842.29,8,4,2023,9,11,Monday,7452.69
10219,5682,2023-07-15,Backpack,3,43399.17,Debit Card,Hyderabad,Telangana,Accessories,130197.51,5,3,2023,7,15,Saturday,39059.25
10220,5557,2023-03-27,Shoes,4,23272.78,Credit Card,Kolkata,West Bengal,Fashion,93091.12,8,1,2023,3,27,Monday,27927.34
10221,5574,2023-11-18,Jeans,3,29515.77,Net Banking,Hyderabad,Telangana,Fashion,88547.31,3,1,2023,11,18,Saturday,26564.19
10222,5953,2023-01-10,Camera,1,25947.63,Debit Card,Delhi,Delhi,Electronics,25947.63,2,2,2023,1,10,Tuesday,7784.29
10223,5646,2023-01-05,Watch,4,44515.38,Debit Card,Delhi,Delhi,Accessories,178061.52,4,2,2023,1,5,Thursday,53418.46
10224,5796,2023-05-03,Backpack,4,51819.45,Debit Card,Delhi,Delhi,Accessories,207277.8,9,2,2023,5,3,Wednesday,62183.34
10225,5028,2023-11-26,Camera,1,32053.78,Credit Card,Pune,Maharashtra,Electronics,32053.78,3,3,2023,11,26,Sunday,9616.13
10226,5620,2023-12-19,Watch,1,47429.1,COD,Bangalore,Karnataka,Accessories,47429.1,2,4,2023,12,19,Tuesday,14228.73
10227,5556,2023-04-28,Laptop,1,18018.16,Net Banking,Chennai,Tamil Nadu,Electronics,18018.16,9,4,2023,4,28,Friday,5405.45
10228,5340,2023-10-21,Tablet,1,32619.77,Debit Card,Bangalore,Karnataka,Electronics,32619.77,9,4,2023,10,21,Saturday,9785.93
10229,5798,2023-06-08,Shoes,1,20910.23,COD,Hyderabad,Telangana,Fashion,20910.23,9,3,2023,6,8,Thursday,6273.07
10230,5958,2023-10-30,Headphones,4,25027.8,Net Banking,Mumbai,Maharashtra,Electronics,100111.2,4,3,2023,10,30,Monday,30033.36
10231,5331,2023-08-16,Watch,4,44025.11,Net Banking,Chennai,Tamil Nadu,Accessories,176100.44,3,2,2023,8,16,Wednesday,52830.13
10232,5640,2023-12-31,Headphones,3,52935.25,Debit Card,Mumbai,Maharashtra,Electronics,158805.75,9,1,2023,12,31,Sunday,47641.72
10233,5506,2023-08-04,Tablet,3,7553.27,Debit Card,Kolkata,West Bengal,Electronics,22659.81,8,5,2023,8,4,Friday,6797.94
10234,5348,2023-07-03,Shirt,2,38187.96,Credit Card,Pune,Maharashtra,Fashion,76375.92,3,5,2023,7,3,Monday,22912.78
10235,5473,2023-01-15,Jeans,3,35053.99,COD,Hyderabad,Telangana,Fashion,105161.97,7,1,2023,1,15,Sunday,31548.59
10236,5231,2023-06-06,Shoes,3,7369.38,COD,Pune,Maharashtra,Fashion,22108.14,8,2,2023,6,6,Tuesday,6632.44
10237,5190,2023-05-16,Tablet,1,12950.09,Debit Card,Hyderabad,Telangana,Electronics,12950.09,4,1,2023,5,16,Tuesday,3885.03
10238,5225,2023-09-18,Tablet,1,18866.85,Net Banking,Mumbai,Maharashtra,Electronics,18866.85,9,1,2023,9,18,Monday,5660.05
10239,5385,2023-06-06,Laptop,3,10265.78,Debit Card,Mumbai,Maharashtra,Electronics,30797.34,3,5,2023,6,6,Tuesday,9239.2
10240,5377,2023-02-16,Camera,2,14850.65,Net Banking,Mumbai,Maharashtra,Electronics,29701.3,6,2,2023,2,16,Thursday,8910.39
10241,5283,2023-11-20,Jeans,1,16275.77,Net Banking,Hyderabad,Telangana,Fashion,16275.77,4,3,2023,11,20,Monday,4882.73
10242,5958,2023-11-28,Shoes,3,20339.73,Debit Card,Delhi,Delhi,Fashion,61019.19,3,5,2023,11,28,Tuesday,18305.76
10243,5633,2023-06-22,Shirt,3,45038.61,UPI,Mumbai,Maharashtra,Fashion,135115.83,7,3,2023,6,22,Thursday,40534.75
10244,5628,2023-05-10,Shirt,4,34443.16,COD,Pune,Maharashtra,Fashion,137772.64,9,2,2023,5,10,Wednesday,41331.79
10245,5973,2023-04-05,Mobile,2,59178.93,Net Banking,Kolkata,West Bengal,Electronics,118357.86,2,1,2023,4,5,Wednesday,35507.36
10246,5745,2023-04-25,Tablet,4,25059.73,Net Banking,Chennai,Tamil Nadu,Electronics,100238.92,9,4,2023,4,25,Tuesday,30071.68
10247,5259,2023-08-31,Watch,2,45305.74,UPI,Hyderabad,Telangana,Accessories,90611.48,2,4,2023,8,31,Thursday,27183.44
10248,5359,2023-10-19,Laptop,1,52326.66,Credit Card,Pune,Maharashtra,Electronics,52326.66,6,2,2023,10,19,Thursday,15698.0
10249,5710,2023-10-09,Jeans,2,40835.02,UPI,Bangalore,Karnataka,Fashion,81670.04,4,4,2023,10,9,Monday,24501.01
10250,5456,2023-10-26,Shirt,3,24888.33,UPI,Kolkata,West Bengal,Fashion,74664.99,7,3,2023,10,26,Thursday,22399.5
10251,5411,2023-10-10,Shoes,3,45289.6,Net Banking,Bangalore,Karnataka,Fashion,135868.8,3,4,2023,10,10,Tuesday,40760.64
10252,5649,2023-03-10,Mobile,2,12458.93,COD,Chennai,Tamil Nadu,Electronics,24917.86,3,2,2023,3,10,Friday,7475.36
10253,5318,2023-05-28,Shoes,2,19854.86,UPI,Delhi,Delhi,Fashion,39709.72,2,2,2023,5,28,Sunday,11912.92
10254,5677,2023-01-11,Laptop,2,32937.11,Credit Card,Mumbai,Maharashtra,Electronics,65874.22,7,3,2023,1,11,Wednesday,19762.27
10255,5225,2023-09-11,Watch,4,34651.94,Debit Card,Hyderabad,Telangana,Accessories,138607.76,8,4,2023,9,11,Monday,41582.33
10256,5819,2023-11-26,Mobile,2,1621.85,UPI,Pune,Maharashtra,Electronics,3243.7,6,4,2023,11,26,Sunday,973.11
10257,5234,2023-12-26,Mobile,1,56723.32,UPI,Mumbai,Maharashtra,Electronics,56723.32,2,1,2023,12,26,Tuesday,17017.0
10258,5684,2023-02-07,Camera,4,41888.65,Credit Card,Pune,Maharashtra,Electronics,167554.6,2,5,2023,2,7,Tuesday,50266.38
10259,5664,2023-05-14,Jeans,4,29893.51,COD,Hyderabad,Telangana,Fashion,119574.04,6,2,2023,5,14,Sunday,35872.21
10260,5975,2023-07-19,Mobile,2,56007.7,UPI,Bangalore,Karnataka,Electronics,112015.4,4,1,2023,7,19,Wednesday,33604.62
10261,5827,2023-01-23,Camera,1,26514.01,UPI,Mumbai,Maharashtra,Electronics,26514.01,3,2,2023,1,23,Monday,7954.2
10262,5374,2023-10-30,Camera,4,58832.0,COD,Chennai,Tamil Nadu,Electronics,235328.0,4,1,2023,10,30,Monday,70598.4
10263,5672,2023-12-12,Laptop,3,30883.4,Credit Card,Delhi,Delhi,Electronics,92650.2,7,5,2023,12,12,Tuesday,27795.06
10264,5608,2023-10-29,Headphones,4,7122.86,UPI,Chennai,Tamil Nadu,Electronics,28491.44,8,1,2023,10,29,Sunday,8547.43
10265,5472,2023-12-29,Shoes,2,45958.62,COD,Delhi,Delhi,Fashion,91917.24,9,2,2023,12,29,Friday,27575.17
10266,5233,2023-08-06,Watch,1,40830.19,UPI,Kolkata,West Bengal,Accessories,40830.19,5,4,2023,8,6,Sunday,12249.06
10267,5692,2023-05-21,Backpack,2,46447.31,Debit Card,Pune,Maharashtra,Accessories,92894.62,5,2,2023,5,21,Sunday,27868.39
10268,5113,2023-04-14,Shoes,3,57101.09,Net Banking,Mumbai,Maharashtra,Fashion,171303.27,5,3,2023,4,14,Friday,51390.98
10269,5830,2023-07-29,Mobile,3,46656.41,Debit Card,Mumbai,Maharashtra,Electronics,139969.23,6,3,2023,7,29,Saturday,41990.77
10270,5497,2023-04-21,Watch,3,36796.8,UPI,Kolkata,West Bengal,Accessories,110390.4,2,3,2023,4,21,Friday,33117.12
10271,5442,2023-04-14,Shirt,2,51481.34,Credit Card,Delhi,Delhi,Fashion,102962.68,8,3,2023,4,14,Friday,30888.8
10272,5564,2023-11-12,Headphones,4,40492.81,Net Banking,Bangalore,Karnataka,Electronics,161971.24,4,5,2023,11,12,Sunday,48591.37
10273,5268,2023-06-20,Shirt,2,24664.71,Debit Card,Hyderabad,Telangana,Fashion,49329.42,9,4,2023,6,20,Tuesday,14798.83
10274,5510,2023-12-22,Shirt,1,53171.5,COD,Chennai,Tamil Nadu,Fashion,53171.5,3,4,2023,12,22,Friday,15951.45
10275,5807,2023-11-20,Jeans,4,13547.46,Credit Card,Kolkata,West Bengal,Fashion,54189.84,5,2,2023,11,20,Monday,16256.95
10276,5386,2023-05-13,Shoes,3,42964.08,Debit Card,Pune,Maharashtra,Fashion,128892.24,4,1,2023,5,13,Saturday,38667.67
10277,5387,2023-10-20,Backpack,2,52929.34,COD,Kolkata,West Bengal,Accessories,105858.68,5,2,2023,10,20,Friday,31757.6
10278,5113,2023-11-24,Laptop,3,43959.6,UPI,Chennai,Tamil Nadu,Electronics,131878.8,8,2,2023,11,24,Friday,39563.64
10279,5613,2023-05-07,Backpack,3,41927.34,COD,Chennai,Tamil Nadu,Accessories,125782.02,5,2,2023,5,7,Sunday,37734.61
10280,5625,2023-04-16,Shirt,1,45232.51,Debit Card,Pune,Maharashtra,Fashion,45232.51,3,2,2023,4,16,Sunday,13569.75
10281,5952,2023-04-02,Mobile,4,28063.8,Debit Card,Pune,Maharashtra,Electronics,112255.2,9,4,2023,4,2,Sunday,33676.56
10282,5081,2023-10-14,Headphones,1,52487.99,UPI,Mumbai,Maharashtra,Electronics,52487.99,7,1,2023,10,14,Saturday,15746.4
10283,5699,2023-02-20,Tablet,1,12445.16,COD,Chennai,Tamil Nadu,Electronics,12445.16,7,2,2023,2,20,Monday,3733.55
10284,5113,2023-01-29,Backpack,1,7904.97,COD,Hyderabad,Telangana,Accessories,7904.97,8,4,2023,1,29,Sunday,2371.49
10285,5002,2023-10-23,Shirt,3,17344.87,UPI,Hyderabad,Telangana,Fashion,52034.61,7,2,2023,10,23,Monday,15610.38
10286,5642,2023-10-24,Headphones,1,32035.17,COD,Delhi,Delhi,Electronics,32035.17,6,3,2023,10,24,Tuesday,9610.55
10287,5220,2023-08-02,Watch,1,30780.54,UPI,Kolkata,West Bengal,Accessories,30780.54,2,2,2023,8,2,Wednesday,9234.16
10288,5566,2023-09-24,Shoes,4,49289.75,Credit Card,Pune,Maharashtra,Fashion,197159.0,6,2,2023,9,24,Sunday,59147.7
10289,5855,2023-09-14,Camera,4,24452.75,Debit Card,Mumbai,Maharashtra,Electronics,97811.0,4,5,2023,9,14,Thursday,29343.3
10290,5997,2023-10-29,Jeans,1,29215.36,Credit Card,Hyderabad,Telangana,Fashion,29215.36,6,3,2023,10,29,Sunday,8764.61
10291,5736,2023-04-11,Headphones,4,1098.05,Net Banking,Bangalore,Karnataka,Electronics,4392.2,4,1,2023,4,11,Tuesday,1317.66
10292,5225,2023-12-12,Mobile,4,24761.43,Net Banking,Mumbai,Maharashtra,Electronics,99045.72,4,2,2023,12,12,Tuesday,29713.72
10293,5385,2023-04-20,Mobile,1,38972.12,Net Banking,Mumbai,Maharashtra,Electronics,38972.12,2,1,2023,4,20,Thursday,11691.64
10294,5403,2023-07-01,Headphones,3,1225.85,UPI,Hyderabad,Telangana,Electronics,3677.55,3,3,2023,7,1,Saturday,1103.27
10295,5638,2023-11-09,Mobile,1,17068.65,COD,Bangalore,Karnataka,Electronics,17068.65,9,2,2023,11,9,Thursday,5120.6
10296,5130,2023-01-01,Shoes,4,12714.99,Credit Card,Delhi,Delhi,Fashion,50859.96,8,5,2023,1,1,Sunday,15257.99
10297,5053,2023-11-15,Mobile,3,2806.53,Credit Card,Hyderabad,Telangana,Electronics,8419.59,2,4,2023,11,15,Wednesday,2525.88
10298,5684,2023-02-24,Backpack,2,28911.83,Credit Card,Bangalore,Karnataka,Accessories,57823.66,8,5,2023,2,24,Friday,17347.1
10299,5730,2023-05-29,Camera,3,11148.88,Credit Card,Mumbai,Maharashtra,Electronics,33446.64,7,5,2023,5,29,Monday,10033.99
10300,5672,2023-11-05,Mobile,4,44661.97,Net Banking,Bangalore,Karnataka,Electronics,178647.88,7,4,2023,11,5,Sunday,53594.36
10301,5710,2023-05-17,Camera,3,50921.29,Credit Card,Mumbai,Maharashtra,Electronics,152763.87,6,4,2023,5,17,Wednesday,45829.16
10302,5416,2023-07-21,Shirt,1,32871.44,COD,Kolkata,West Bengal,Fashion,32871.44,4,4,2023,7,21,Friday,9861.43
10303,5247,2023-11-09,Laptop,2,58907.93,Net Banking,Hyderabad,Telangana,Electronics,117815.86,5,2,2023,11,9,Thursday,35344.76
10304,5836,2023-04-27,Shoes,2,27193.57,Credit Card,Pune,Maharashtra,Fashion,54387.14,5,1,2023,4,27,Thursday,16316.14
10305,5439,2023-06-03,Laptop,2,30948.08,UPI,Hyderabad,Telangana,Electronics,61896.16,8,1,2023,6,3,Saturday,18568.85
10306,5203,2023-10-18,Shirt,4,59356.3,Debit Card,Kolkata,West Bengal,Fashion,237425.2,4,4,2023,10,18,Wednesday,71227.56
10307,5184,2023-03-04,Shoes,4,14123.44,Debit Card,Chennai,Tamil Nadu,Fashion,56493.76,8,5,2023,3,4,Saturday,16948.13
10308,5123,2023-09-01,Headphones,2,56569.99,Debit Card,Chennai,Tamil Nadu,Electronics,113139.98,2,3,2023,9,1,Friday,33941.99
10309,5401,2023-01-25,Headphones,3,2857.4,Net Banking,Chennai,Tamil Nadu,Electronics,8572.2,3,4,2023,1,25,Wednesday,2571.66
10310,5767,2023-03-31,Camera,2,26949.3,Credit Card,Hyderabad,Telangana,Electronics,53898.6,9,5,2023,3,31,Friday,16169.58
10311,5294,2023-03-16,Shirt,3,4479.21,Net Banking,Delhi,Delhi,Fashion,13437.63,2,5,2023,3,16,Thursday,4031.29
10312,5280,2023-10-21,Camera,3,43835.31,COD,Hyderabad,Telangana,Electronics,131505.93,4,2,2023,10,21,Saturday,39451.78
10313,5837,2023-07-29,Jeans,4,36622.01,UPI,Kolkata,West Bengal,Fashion,146488.04,4,2,2023,7,29,Saturday,43946.41
10314,5884,2023-12-13,Mobile,3,42486.07,UPI,Kolkata,West Bengal,Electronics,127458.21,3,1,2023,12,13,Wednesday,38237.46
10315,5610,2023-01-17,Tablet,2,22656.48,Debit Card,Pune,Maharashtra,Electronics,45312.96,8,1,2023,1,17,Tuesday,13593.89
10316,5198,2023-05-08,Jeans,4,22358.07,Debit Card,Bangalore,Karnataka,Fashion,89432.28,6,3,2023,5,8,Monday,26829.68
10317,5982,2023-12-30,Mobile,1,3005.56,Debit Card,Hyderabad,Telangana,Electronics,3005.56,6,3,2023,12,30,Saturday,901.67
10318,5907,2023-09-08,Shoes,1,21191.71,Credit Card,Hyderabad,Telangana,Fashion,21191.71,3,3,2023,9,8,Friday,6357.51
10319,5511,2023-06-28,Camera,4,55778.52,COD,Mumbai,Maharashtra,Electronics,223114.08,6,3,2023,6,28,Wednesday,66934.22
10320,5752,2023-07-01,Shoes,2,22939.82,COD,Kolkata,West Bengal,Fashion,45879.64,5,5,2023,7,1,Saturday,13763.89
10321,5144,2023-06-01,Shoes,1,49932.65,COD,Mumbai,Maharashtra,Fashion,49932.65,6,5,2023,6,1,Thursday,14979.8
10322,5609,2023-01-25,Mobile,1,50586.83,COD,Mumbai,Maharashtra,Electronics,50586.83,6,1,2023,1,25,Wednesday,15176.05
10323,5201,2023-06-29,Shirt,3,22582.5,Debit Card,Hyderabad,Telangana,Fashion,67747.5,6,2,2023,6,29,Thursday,20324.25
10324,5124,2023-07-17,Mobile,3,38029.72,UPI,Delhi,Delhi,Electronics,114089.16,5,2,2023,7,17,Monday,34226.75
10325,5187,2023-12-10,Watch,2,5993.68,Debit Card,Bangalore,Karnataka,Accessories,11987.36,8,4,2023,12,10,Sunday,3596.21
10326,5326,2023-06-10,Headphones,4,6489.61,COD,Bangalore,Karnataka,Electronics,25958.44,6,5,2023,6,10,Saturday,7787.53
10327,5464,2023-06-26,Headphones,2,3204.86,Debit Card,Kolkata,West Bengal,Electronics,6409.72,7,3,2023,6,26,Monday,1922.92
10328,5349,2023-10-12,Jeans,4,34986.6,COD,Pune,Maharashtra,Fashion,139946.4,5,3,2023,10,12,Thursday,41983.92
10329,5771,2023-03-04,Headphones,1,25736.44,Net Banking,Kolkata,West Bengal,Electronics,25736.44,3,4,2023,3,4,Saturday,7720.93
10330,5660,2023-05-30,Mobile,3,33017.53,UPI,Delhi,Delhi,Electronics,99052.59,2,2,2023,5,30,Tuesday,29715.78
10331,5764,2023-06-03,Backpack,2,31408.07,Net Banking,Delhi,Delhi,Accessories,62816.14,3,3,2023,6,3,Saturday,18844.84
10332,5955,2023-06-05,Camera,2,21207.12,Credit Card,Bangalore,Karnataka,Electronics,42414.24,2,2,2023,6,5,Monday,12724.27
10333,5932,2023-02-18,Mobile,4,40745.16,Debit Card,Chennai,Tamil Nadu,Electronics,162980.64,9,4,2023,2,18,Saturday,48894.19
10334,5403,2023-12-03,Mobile,4,45582.56,Credit Card,Mumbai,Maharashtra,Electronics,182330.24,3,2,2023,12,3,Sunday,54699.07
10335,5346,2023-03-25,Tablet,2,1173.31,Debit Card,Mumbai,Maharashtra,Electronics,2346.62,7,2,2023,3,25,Saturday,703.99
10336,5963,2023-12-27,Camera,4,12672.37,Net Banking,Bangalore,Karnataka,Electronics,50689.48,2,2,2023,12,27,Wednesday,15206.84
10337,5511,2023-06-26,Watch,2,42880.18,COD,Kolkata,West Bengal,Accessories,85760.36,2,3,2023,6,26,Monday,25728.11
10338,5147,2023-05-28,Headphones,2,23381.22,COD,Delhi,Delhi,Electronics,46762.44,4,1,2023,5,28,Sunday,14028.73
10339,5148,2023-04-28,Camera,2,39850.29,Debit Card,Kolkata,West Bengal,Electronics,79700.58,2,5,2023,4,28,Friday,23910.17
10340,5864,2023-12-08,Headphones,1,21013.67,COD,Pune,Maharashtra,Electronics,21013.67,2,2,2023,12,8,Friday,6304.1
10341,5711,2023-03-04,Jeans,4,23628.08,Net Banking,Chennai,Tamil Nadu,Fashion,94512.32,4,2,2023,3,4,Saturday,28353.7
10342,5820,2023-07-08,Camera,3,9773.13,COD,Bangalore,Karnataka,Electronics,29319.39,6,2,2023,7,8,Saturday,8795.82
10343,5489,2023-12-26,Headphones,3,15716.39,Net Banking,Mumbai,Maharashtra,Electronics,47149.17,6,1,2023,12,26,Tuesday,14144.75
10344,5929,2023-02-18,Watch,4,36443.08,Credit Card,Hyderabad,Telangana,Accessories,145772.32,4,4,2023,2,18,Saturday,43731.7
10345,5936,2023-11-23,Laptop,2,26159.84,Net Banking,Kolkata,West Bengal,Electronics,52319.68,5,3,2023,11,23,Thursday,15695.9
10346,5640,2023-09-14,Shoes,3,46525.87,UPI,Delhi,Delhi,Fashion,139577.61,9,1,2023,9,14,Thursday,41873.28
10347,5551,2023-08-12,Shoes,3,51199.32,UPI,Hyderabad,Telangana,Fashion,153597.96,2,2,2023,8,12,Saturday,46079.39
10348,5338,2023-05-21,Watch,4,32636.29,UPI,Pune,Maharashtra,Accessories,130545.16,2,1,2023,5,21,Sunday,39163.55
10349,5872,2023-08-03,Tablet,3,45568.56,Debit Card,Bangalore,Karnataka,Electronics,136705.68,4,1,2023,8,3,Thursday,41011.7
10350,5641,2023-07-30,Laptop,2,18622.2,Debit Card,Kolkata,West Bengal,Electronics,37244.4,4,1,2023,7,30,Sunday,11173.32
10351,5779,2023-11-14,Jeans,4,25073.78,Debit Card,Mumbai,Maharashtra,Fashion,100295.12,5,4,2023,11,14,Tuesday,30088.54
10352,5988,2023-02-01,Watch,2,42852.83,Net Banking,Kolkata,West Bengal,Accessories,85705.66,7,5,2023,2,1,Wednesday,25711.7
10353,5953,2023-06-07,Shoes,3,23356.86,Debit Card,Chennai,Tamil Nadu,Fashion,70070.58,6,3,2023,6,7,Wednesday,21021.17
10354,5473,2023-10-12,Shoes,3,35433.74,Credit Card,Hyderabad,Telangana,Fashion,106301.22,3,4,2023,10,12,Thursday,31890.37
10355,5946,2023-11-01,Shoes,2,11366.75,UPI,Chennai,Tamil Nadu,Fashion,22733.5,7,4,2023,11,1,Wednesday,6820.05
10356,5151,2023-10-13,Shirt,1,36106.35,Net Banking,Pune,Maharashtra,Fashion,36106.35,8,5,2023,10,13,Friday,10831.9
10357,5415,2023-05-24,Watch,3,51732.37,UPI,Mumbai,Maharashtra,Accessories,155197.11,6,4,2023,5,24,Wednesday,46559.13
10358,5990,2023-01-19,Mobile,1,52157.79,Debit Card,Hyderabad,Telangana,Electronics,52157.79,2,1,2023,1,19,Thursday,15647.34
10359,5298,2023-01-18,Jeans,3,43543.36,Net Banking,Pune,Maharashtra,Fashion,130630.08,8,1,2023,1,18,Wednesday,39189.02
10360,5611,2023-09-14,Shoes,1,44821.48,COD,Chennai,Tamil Nadu,Fashion,44821.48,7,2,2023,9,14,Thursday,13446.44
10361,5263,2023-03-19,Headphones,1,33608.27,Credit Card,Chennai,Tamil Nadu,Electronics,33608.27,4,4,2023,3,19,Sunday,10082.48
10362,5764,2023-06-24,Watch,1,35204.68,Debit Card,Hyderabad,Telangana,Accessories,35204.68,5,2,2023,6,24,Saturday,10561.4
10363,5144,2023-07-13,Shirt,2,8278.94,Debit Card,Mumbai,Maharashtra,Fashion,16557.88,6,3,2023,7,13,Thursday,4967.36
10364,5346,2023-04-23,Watch,1,26798.39,Credit Card,Chennai,Tamil Nadu,Accessories,26798.39,5,1,2023,4,23,Sunday,8039.52
10365,5624,2023-04-24,Jeans,1,27211.34,Credit Card,Bangalore,Karnataka,Fashion,27211.34,8,3,2023,4,24,Monday,8163.4
10366,5572,2023-08-10,Shirt,1,57522.32,COD,Pune,Maharashtra,Fashion,57522.32,6,5,2023,8,10,Thursday,17256.7
10367,5881,2023-06-15,Jeans,3,26035.89,Debit Card,Hyderabad,Telangana,Fashion,78107.67,9,1,2023,6,15,Thursday,23432.3
10368,5002,2023-11-15,Watch,1,33095.76,Debit Card,Delhi,Delhi,Accessories,33095.76,9,3,2023,11,15,Wednesday,9928.73
10369,5897,2023-05-12,Mobile,3,32135.11,UPI,Delhi,Delhi,Electronics,96405.33,7,5,2023,5,12,Friday,28921.6
10370,5304,2023-09-21,Jeans,1,38314.67,Net Banking,Mumbai,Maharashtra,Fashion,38314.67,2,3,2023,9,21,Thursday,11494.4
10371,5254,2023-02-24,Shirt,1,44969.5,Net Banking,Bangalore,Karnataka,Fashion,44969.5,9,5,2023,2,24,Friday,13490.85
10372,5652,2023-12-25,Shirt,2,13735.0,UPI,Chennai,Tamil Nadu,Fashion,27470.0,9,5,2023,12,25,Monday,8241.0
10373,5453,2023-05-11,Jeans,3,31864.85,Net Banking,Delhi,Delhi,Fashion,95594.55,3,1,2023,5,11,Thursday,28678.36
10374,5037,2023-10-15,Backpack,1,49607.29,Credit Card,Mumbai,Maharashtra,Accessories,49607.29,5,2,2023,10,15,Sunday,14882.19
10375,5160,2023-09-23,Watch,3,27947.95,Net Banking,Pune,Maharashtra,Accessories,83843.85,5,5,2023,9,23,Saturday,25153.16
10376,5009,2023-06-11,Backpack,3,16923.92,Net Banking,Bangalore,Karnataka,Accessories,50771.76,9,5,2023,6,11,Sunday,15231.53
10377,5233,2023-03-28,Tablet,4,39386.13,UPI,Bangalore,Karnataka,Electronics,157544.52,3,1,2023,3,28,Tuesday,47263.36
10378,5099,2023-02-24,Watch,2,49478.91,COD,Kolkata,West Bengal,Accessories,98957.82,5,2,2023,2,24,Friday,29687.35
10379,5659,2023-10-15,Jeans,2,4069.48,Net Banking,Mumbai,Maharashtra,Fashion,8138.96,5,4,2023,10,15,Sunday,2441.69
10380,5816,2023-06-27,Laptop,2,46674.39,Net Banking,Mumbai,Maharashtra,Electronics,93348.78,6,4,2023,6,27,Tuesday,28004.63
